applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed
APP01346,44467.65673749467,1104.0984704813043,2507.11283593927,29275.840652573974,21,ON,Full-time,408
APP01347,49802.62471769072,845.3214241627668,7114.768966840524,29181.579452077345,88,BC,Unemployed,0
APP01348,114983.11945511628,1465.797859780294,683.5134450149316,7815.2976468078505,20,ON,Unemployed,0
APP01349,72209.60271164526,1440.3846760097742,2731.1630187209535,28679.445278060157,98,BC,Full-time,445
APP01350,57497.889490958485,543.0565973215431,2596.3389045323415,8800.69442700838,75,BC,Part-time,79
APP01351,50712.390456926005,1255.7950158989631,5133.033322794025,39151.94798456589,36,ON,Unemployed,0
APP01352,87742.11433369202,1389.848198603266,903.1404298674928,31330.46422359381,23,ON,Full-time,123
APP01353,50543.818995320464,1126.1951701686498,3126.090494386741,49638.82813868088,21,BC,Part-time,216
APP01354,55400.09809430467,1265.8528389109224,8389.902607249316,23203.723504762398,59,ON,Unemployed,0
APP01355,69798.36787273079,1024.2114208419152,8042.320596043827,33328.931434556,43,BC,Unemployed,0
APP01356,34029.34538694025,443.9904416977439,9436.43131332601,25227.23578922662,68,BC,Full-time,427
APP01357,96751.36781486354,1240.7187136894456,3045.362583795148,46841.24390396798,74,ON,Part-time,250
APP01358,107317.70463475597,1958.2851540343315,626.1365387778927,25829.235206163783,61,ON,Full-time,108
APP01359,110681.39249978053,2176.7356931410345,7504.693245758522,13636.114311377936,77,ON,Part-time,238
APP01360,139862.55900091125,1887.1816340275986,8430.924754829175,25684.934435236202,50,ON,Full-time,69
APP01361,49087.41367081522,1030.914882705168,606.6308148171718,34364.43030378669,73,BC,Full-time,529
APP01362,55974.37634051231,996.2003466181831,3212.9970541724997,7774.17492295175,43,BC,Part-time,93
APP01363,76431.46370714754,1141.2995379217398,1507.347530758305,10726.101739227288,76,ON,Full-time,588
APP01364,57602.169250830215,1234.4456978580931,9858.528237033577,12619.930926204039,48,BC,Unemployed,0
APP01365,82367.08329475699,2003.618987246237,83.99815077329009,18384.876690790534,67,ON,Full-time,503
APP01366,71135.82738103246,1764.7382269612679,543.9303594844414,34614.43537514246,51,ON,Unemployed,0
APP01367,58786.69929939872,650.7301895102274,4005.217530968077,14650.074814946667,91,BC,Unemployed,0
APP01368,94357.15056937207,959.1759878894678,5825.972524008422,35805.266276425566,32,ON,Part-time,385
APP01369,106983.35740289182,2408.1437647968883,2085.872345390064,6629.5868521739385,56,ON,Full-time,329
APP01370,42424.489701731276,430.84672895357863,1262.5434185952645,42353.57149886666,92,ON,Part-time,152
APP01371,47902.90684990648,615.9447347410794,7230.2384444608215,41382.78940455451,67,ON,Full-time,216
APP01372,47395.493707871414,558.719530986278,4385.287987421397,32208.807856037245,26,BC,Full-time,144
APP01373,74588.80845197377,982.2001752495373,1862.857165783647,17513.65462851532,53,BC,Full-time,195
APP01374,52243.677885065656,1169.4782652432186,8299.435273760175,9306.758863120464,71,ON,Part-time,341
APP01375,58918.34998343174,1146.1421872934054,5968.38417809948,6672.076944811413,52,BC,Part-time,98
APP01376,45529.999516935095,1119.2866123848758,6195.933487515101,1924.3063469186554,62,BC,Full-time,593
APP01377,29835.022238719688,308.9210322579766,3571.8912805095338,49267.58210062618,88,ON,Unemployed,0
APP01378,75372.9205075032,1174.493288990431,715.9102533369565,45280.11657984858,53,ON,Unemployed,0
APP01379,37755.54504337994,333.98073575296894,7525.1310215633575,19441.160718323277,54,BC,Part-time,436
APP01380,72993.89356993021,853.6775919262202,5026.5405522944375,18037.523112958595,83,BC,Part-time,393
APP01381,24640.790958298254,459.9982230358992,992.7947220439793,33399.505214684556,82,ON,Unemployed,0
APP01382,61026.02570065524,920.9729071008439,8358.146081769408,22670.457338249438,76,BC,Unemployed,0
APP01383,31974.3415776318,799.0321370023139,9399.45367443872,46725.74900854028,59,ON,Unemployed,0
APP01384,59131.271994087736,998.1875771861659,8447.199289340495,11638.305595459713,45,BC,Part-time,532
APP01385,112534.18329679912,2686.698380278018,5335.659330127791,37323.52596538081,85,BC,Unemployed,0
APP01386,56418.147697186185,679.5763634069069,168.78842829056606,1540.216558302871,41,BC,Full-time,120
APP01387,92195.12761487828,2164.4351698531996,9403.825054683522,1008.6975228701746,34,ON,Part-time,564
APP01388,28529.780467211745,309.30800766652055,452.50036393000295,18140.380173949452,46,ON,Part-time,422
APP01389,22512.214067747358,370.2690664299572,5040.956817000055,43406.43461563991,99,BC,Part-time,105
APP01390,48894.75337338081,1179.9772325687538,5064.112801985187,23913.939475488904,92,ON,Full-time,264
APP01391,121436.32196305317,2454.598582989651,3425.6863709168715,21631.788411245463,51,BC,Part-time,489
APP01392,71159.79255825975,1540.584502611969,8354.934563469968,2171.940753087265,64,BC,Full-time,429
APP01393,91446.02956222079,2236.5090938461053,1217.3188542558378,33958.429940152135,62,ON,Part-time,231
APP01394,59268.01945189458,1041.0584501697533,9605.111865686777,3533.6968761215358,65,ON,Part-time,227
APP01395,92708.68288900628,1709.8053916023075,6784.592044164827,12004.898557237859,56,ON,Part-time,274
APP01396,56136.60165921335,628.947347346935,9672.549294385064,29374.75144244532,40,ON,Full-time,66
APP01397,36471.83889082386,632.6369225326627,7299.551741054139,30348.135265819106,45,ON,Part-time,358
APP01398,38493.29494235698,932.0335059401917,7972.17014643038,14320.009821248928,85,BC,Part-time,90
APP01399,30445.57691001372,641.5945079595577,6189.052871152379,37833.31817042015,90,ON,Unemployed,0
APP01400,67214.25609916275,673.5928137229088,3906.3722927420463,5161.896809691287,77,ON,Unemployed,0
APP01401,46935.88507146666,801.0324015057325,5538.295762485764,26814.559420286107,22,BC,Unemployed,0
APP01402,58566.00470739491,1145.5699833113142,646.0952025049971,46046.068240554094,85,ON,Full-time,314
APP01403,126224.86518583621,2008.8704501263994,686.2848418602596,11848.688456954416,67,ON,Unemployed,0
APP01404,63038.961340042086,1174.0777329803927,808.0133131909306,13238.762577476102,77,BC,Full-time,545
APP01405,55048.21956502239,1178.1782190506258,9075.679537727126,18243.137911893904,79,ON,Unemployed,0
APP01406,91713.11694747765,881.17671036295,4114.466912850805,1877.56230937491,25,BC,Unemployed,0
APP01407,84484.46419735198,1255.367272406214,6910.799223677216,42695.49540003229,22,BC,Full-time,409
APP01408,66752.54424433156,772.0421420573388,6971.392344768479,44480.493473865885,54,BC,Part-time,272
APP01409,35086.94711462273,396.84429365407794,652.8096112385962,34277.435287706925,65,BC,Full-time,523
APP01410,40674.9751324716,428.771255890191,180.42697343245928,9521.01033875375,95,BC,Part-time,94
APP01411,37625.38312199393,862.0291448495032,6702.372548698759,1147.1773668119304,52,BC,Full-time,304
APP01412,56817.08350706908,874.4789517610923,2838.834993006688,9481.960003106184,73,BC,Part-time,267
APP01413,23245.657668285443,220.23617599947954,3443.1575161722526,20769.672240624954,58,ON,Part-time,532
APP01414,125645.02022058988,1585.4735822552318,8255.965649362897,20828.606905290395,19,BC,Full-time,266
APP01415,39208.65294289675,837.7622850114869,4734.831597605531,46579.92737005236,93,ON,Unemployed,0
APP01416,37071.53352227816,316.3734457003789,3020.018796696765,17135.024351009124,33,ON,Part-time,566
APP01417,69629.11103886744,1303.821955856389,9731.829876895343,12619.815184325746,39,BC,Unemployed,0
APP01418,52187.38522269928,1050.0335517446788,3540.2457248215856,40601.87984121336,23,ON,Part-time,5
APP01419,77101.94556076301,1284.3799300731184,7952.91491410426,15992.906610959046,70,ON,Unemployed,0
APP01420,25915.526440778787,285.8082206527172,5108.699489408521,43362.276308663684,51,ON,Full-time,181
APP01421,43138.82270796522,915.8113818096308,7250.0655220514955,2075.596250964219,50,ON,Part-time,170
APP01422,17790.723569137055,314.15653041866614,4788.569294129935,4980.01521140226,40,BC,Unemployed,0
APP01423,42726.5794369078,575.6065446728628,7615.921216382574,3459.6552309717536,65,BC,Unemployed,0
APP01424,91670.19998432866,2144.0941541252296,3271.6199092555607,32575.461487064684,55,BC,Unemployed,0
APP01425,105800.78420916024,1503.723972487608,523.4818818182307,38354.05529298307,65,BC,Full-time,71
APP01426,113588.62678150139,1180.3692643917223,1318.8097649128783,42570.21112604979,44,BC,Full-time,514
APP01427,17224.008764523667,267.055885057204,1452.8323860229964,16702.68062651884,71,BC,Unemployed,0
APP01428,91350.17775048147,1461.216898002879,4545.722724740291,37729.025550396545,43,BC,Full-time,128
APP01429,62168.121150484345,1508.420331004252,3706.451501589827,10607.48034276964,45,ON,Full-time,8
APP01430,51665.20594019071,890.7251760898711,9676.224694946379,32106.472581009017,32,ON,Part-time,314
APP01431,76366.39329714313,945.3498109496196,1076.9120891963646,47468.19938783949,48,BC,Part-time,249
APP01432,49492.17377596389,1123.1561960755416,5403.729566745684,42699.35463543526,90,ON,Unemployed,0
APP01433,108080.08548485814,991.1689153182195,5542.952674436468,21310.493412339896,91,ON,Part-time,376
APP01434,67271.22379944411,1594.872769484964,1779.4578270139561,39612.74033773101,23,BC,Full-time,175
APP01435,133098.57195088954,1413.8542004972294,2993.594303789391,41691.71504830244,96,ON,Part-time,2
APP01436,36362.2962117492,645.3396643015373,1444.318202780951,43501.582536934206,62,BC,Full-time,527
APP01437,60578.98291730814,546.4434199455974,4980.776300565708,17571.334714482087,37,ON,Part-time,360
APP01438,76513.93845824752,1039.8120974533997,7559.057935721358,38376.29908834148,89,BC,Part-time,564
APP01439,44887.63288604594,805.0483400310811,1094.7293107281607,16517.458641727146,42,ON,Part-time,149
APP01440,46272.78890807949,902.8395031393401,86.26886121736344,26962.97806273724,45,ON,Full-time,55
APP01441,38031.74956077331,858.5640620847496,6335.0243027032275,8904.611766470302,51,ON,Part-time,312
APP01442,62751.98682912321,1419.4307088028281,3249.4871723400074,16930.536039745588,95,ON,Part-time,19
APP01443,68769.01918873719,685.8373729552092,3317.231699787465,43735.56715297932,64,ON,Full-time,397
APP01444,36408.443596195924,827.6105243196345,3603.6784792120748,43531.10640337955,83,ON,Part-time,276
APP01445,45162.33002693136,1039.2020968182524,6693.6465473561475,13526.87819724584,97,BC,Part-time,164
APP01446,49359.6881270522,1028.8265126856654,6914.063582494399,26659.232627091442,24,ON,Part-time,407
APP01447,28827.758926182472,693.4914130308672,6210.229013175145,15188.723786922752,85,ON,Full-time,566
APP01448,51864.13958895743,791.4950421503725,2160.1531257660554,45832.61297691267,84,ON,Unemployed,0
APP01449,108222.50542920084,1510.5509259933108,4425.467538453198,44193.678834172475,43,ON,Full-time,419
APP01450,55572.6368473943,1055.232291126547,6567.137529863984,5724.897175965369,29,BC,Full-time,318
APP01451,79987.00368573607,1682.3583465179684,7669.876512902361,36007.640069743036,21,BC,Part-time,510
APP01452,51507.927333760665,595.1850761048165,1568.392153756515,2996.4600567660805,83,BC,Unemployed,0
APP01453,41391.78867144304,355.95348519581034,1935.3546665523547,21014.231590362906,74,ON,Unemployed,0
APP01454,27063.186240537336,420.87068921808276,3704.640862398796,32025.949922732514,61,BC,Part-time,114
APP01455,54655.080203087025,693.1588126318343,2299.715348041835,15916.377180992431,69,ON,Part-time,494
APP01456,73231.03118659568,1049.0475160517772,4415.503539408772,32335.023639584884,59,BC,Full-time,229
APP01457,33376.85219855906,774.3572553913658,1358.879204901584,9891.90136651668,52,ON,Unemployed,0
APP01458,59777.72105149785,915.2856637143944,3076.733939451336,7696.187768170738,84,ON,Unemployed,0
APP01459,71265.26242518923,1147.5026946225664,5397.8499828736685,8309.559963808693,73,BC,Part-time,523
APP01460,34951.839279772976,633.2340341965835,4516.950538126223,13788.876232333669,62,BC,Part-time,154
APP01461,117531.8875604469,1664.2146557365272,2069.825574045828,1128.7146998526655,52,ON,Part-time,376
APP01462,85475.0208654588,1973.7442326839289,3582.8970442921814,27963.589524605846,50,BC,Unemployed,0
APP01463,56666.873698894386,914.1019113118151,4712.612033344149,24799.363985359367,51,BC,Part-time,76
APP01464,39163.264858934635,711.4826368067744,1450.136861713589,33427.05031069835,70,BC,Part-time,302
APP01465,49421.57892564561,1048.0420611052134,6751.857506801109,37328.39446085843,83,ON,Unemployed,0
APP01466,64477.848053784546,870.4647178089134,7993.182844072574,7218.861068501557,39,ON,Part-time,592
APP01467,52484.7422622034,883.0211083538285,2877.1083660103704,20784.103349919285,62,BC,Unemployed,0
APP01468,42233.52833059025,996.7689383727377,4956.423741249487,27925.20758617969,66,BC,Part-time,399
APP01469,49032.785434756755,1009.5614810719536,8376.80287491094,24356.19838926149,57,BC,Part-time,47
APP01470,62670.85282422462,1327.7153207013564,3604.582679305437,34397.3471648579,61,ON,Part-time,555
APP01471,46433.45744968532,782.2758145063698,2019.785258573963,45075.624370935286,22,ON,Part-time,169
APP01472,81811.52868254794,2013.770120300682,8369.081233405888,30037.978054972275,38,ON,Unemployed,0
APP01473,77071.45501480065,1523.5624869684425,3736.033311172138,31992.061323351634,98,ON,Unemployed,0
APP01474,73218.63444657421,1484.4284194851186,734.4388166827354,43404.54123622442,38,ON,Full-time,523
APP01475,59887.14094128802,1026.209656634918,4187.5155358924985,17001.50160534516,31,BC,Full-time,412
APP01476,45830.318969359876,859.3837779460561,6537.636713483323,28321.400893161303,96,ON,Unemployed,0
APP01477,29092.031714210814,515.4865968541288,2466.5754079245885,33682.786360339756,21,ON,Unemployed,0
APP01478,76106.98310270438,1669.2522128342293,7441.685641651335,22589.168496590457,84,ON,Unemployed,0
APP01479,45629.766782426064,416.15172058234117,9102.176753571233,35032.76485451647,96,BC,Unemployed,0
APP01480,79751.72205576855,768.201572362043,7963.866299838802,47935.32789496435,89,ON,Full-time,420
APP01481,59225.617845778535,855.1937006293937,7552.143971058901,2985.3110583705975,60,ON,Full-time,168
APP01482,81349.72683341459,1838.034258801286,5691.55406810191,30300.28796599627,57,ON,Part-time,339
APP01483,57337.89013355169,1186.6962236195673,2233.7942593643425,9778.09930613872,30,ON,Full-time,134
APP01484,40154.700899413714,772.2175851585421,8727.465798377456,33922.47591630973,19,ON,Full-time,275
APP01485,66022.0142611489,753.194897808328,9858.090623363261,6850.809863530268,40,BC,Unemployed,0
APP01486,45021.598703606964,408.97144332920993,2472.7926606687843,42850.740156635926,27,BC,Part-time,173
APP01487,27049.004948239493,550.5934647156906,326.7744931231442,7853.196865030342,21,ON,Unemployed,0
APP01488,69227.19041708247,1671.5971584080226,4807.796308496194,46096.42770149809,76,ON,Part-time,340
APP01489,54309.99292987214,633.5739881537197,3242.572142980894,13008.490709144598,23,BC,Unemployed,0
APP01490,135717.96382465944,1745.0157169283605,4365.010324058585,18826.37207870015,29,BC,Full-time,185
APP01491,45211.75016116255,791.2146846723364,7878.853026308098,13470.707727727708,57,ON,Part-time,221
APP01492,43924.948075022985,1073.6964083059702,694.171102287936,7959.592636392277,87,BC,Full-time,233
APP01493,66001.80832552696,1408.3578012885303,1629.0565164263814,45393.92135881838,91,BC,Full-time,109
APP01494,41551.24688348923,627.1606181855703,3237.62868369189,17658.85140409487,88,BC,Unemployed,0
APP01495,65226.796673603465,1060.598795760384,3333.780376262313,7354.799134405116,21,ON,Part-time,519
APP01496,42247.80533398007,1034.9948264907648,3731.005144374525,35281.16219649925,95,ON,Full-time,202
APP01497,76518.24252976723,1195.9507353445224,7578.126498537313,47825.22988829856,45,BC,Unemployed,0
APP01498,84671.68278664765,1838.4130378171792,9296.774201978247,33222.32071572833,80,ON,Unemployed,0
APP01499,61448.8257749364,1257.1832697637099,7790.837903879296,46980.9136244662,41,BC,Full-time,128
APP01500,54261.363732027,739.1900423790593,5544.579794668905,39431.12876011619,22,BC,Part-time,509
APP01501,40837.629549596575,829.7372406356038,4699.573964495484,43424.60804495131,55,ON,Full-time,22
APP01502,49171.817283535645,1163.8708785248061,7249.908809789429,44578.57799150256,77,BC,Full-time,19
APP01503,55925.92712516604,544.7043145489042,6215.136873735682,49700.29687853334,65,BC,Unemployed,0
APP01504,46135.23846325649,969.9551095551726,3177.400679383472,33389.70095822192,32,BC,Unemployed,0
APP01505,55320.82931837019,676.8420966668559,7107.375714066381,49494.11477535191,94,ON,Unemployed,0
APP01506,90657.62117057592,2091.0233996550287,4263.600159565923,15610.709067498463,71,ON,Part-time,230
APP01507,90958.5144825735,1600.9009894821081,814.4018784200824,26223.75182270049,97,BC,Unemployed,0
APP01508,53923.87614592906,951.4358983814002,9476.045073163526,34998.68964107838,71,ON,Part-time,209
APP01509,64228.445631565235,561.409793594201,4369.04026688176,48758.34607326747,61,ON,Part-time,289
APP01510,69583.70923982514,718.306801287623,7162.715943228413,18345.953647607257,61,BC,Full-time,373
APP01511,50382.98719887281,833.6380138378227,4820.283697988117,22357.675077819385,78,ON,Full-time,80
APP01512,79439.48509779446,1616.75488712015,7678.03877589642,24401.53829341207,19,ON,Full-time,324
APP01513,90704.82780127443,1224.1565410094065,4662.074550130451,9829.016006191012,45,BC,Full-time,412
APP01514,101630.32287648512,1429.4503098922546,1370.135265049426,14552.571071443865,28,BC,Unemployed,0
APP01515,41788.95222179197,523.1562014870972,1.7151450697827642,16683.360623367607,70,ON,Part-time,551
APP01516,65181.65836991211,690.3421670391328,1125.977444470394,18011.17954764131,92,ON,Full-time,65
APP01517,68753.19295842227,1137.1494744705346,5102.935505245845,19170.9316842126,31,ON,Unemployed,0
APP01518,58365.80444402966,1142.2618701777055,4588.368000510454,16319.423659343467,39,ON,Unemployed,0
APP01519,37617.6230447595,572.291968007412,2248.7016657709446,25276.61199571488,75,ON,Part-time,584
APP01520,48017.712318213096,870.1374656806872,9602.619975994805,8321.89050154894,98,ON,Part-time,102
APP01521,92065.13928894962,1847.3814578650697,4388.399435369234,27910.082913570586,43,BC,Part-time,369
APP01522,57727.98767695052,901.0261958688421,6258.825261436243,36843.54311481715,69,ON,Unemployed,0
APP01523,42107.70709982028,545.3141993826507,4724.9437417942745,27596.499838969696,40,ON,Full-time,106
APP01524,64750.12349266675,1302.9794394012492,5166.230187018386,46496.54560972084,49,BC,Full-time,207
APP01525,84933.40413913647,779.0967886640938,6460.300043276927,12205.739894652403,57,ON,Unemployed,0
APP01526,77279.82815685422,959.4709599612426,7771.017870559313,32439.962123296715,67,BC,Unemployed,0
APP01527,79822.9597897071,991.58188461934,9558.811679887078,23901.486390363385,51,BC,Full-time,551
APP01528,74672.21647308023,1337.5575211184337,1586.3435058780806,25652.166273567174,90,BC,Unemployed,0
APP01529,40263.20683727967,635.0311962904584,3051.7938567354418,17044.389542306635,32,BC,Full-time,55
APP01530,41482.18279983112,386.6976945021979,8483.556303902113,11291.16238500729,95,BC,Unemployed,0
APP01531,59119.66153450433,1190.0674275605074,1177.4822035897391,14170.219578110053,55,ON,Full-time,590
APP01532,31063.834767614673,332.31971722338665,950.0604861831174,33192.908604587516,67,ON,Full-time,499
APP01533,50354.734785874505,751.780158653506,7632.854998722867,41145.49309804671,68,BC,Part-time,557
APP01534,87595.86199224701,1603.8634777947889,4573.4565459562245,32255.232654521275,93,BC,Unemployed,0
APP01535,70981.62116437286,1398.8319627314638,6033.4220959113745,46517.9469321873,37,BC,Unemployed,0
APP01536,46036.71953385144,1123.9472382439794,3594.7197654037777,2148.3786257328575,90,ON,Full-time,171
APP01537,75625.64793738352,754.9994291633301,1493.1571983817937,41328.30402441815,43,ON,Full-time,1
APP01538,56584.47607290788,1249.698411626735,8937.846741518668,19293.336807877404,46,BC,Full-time,119
APP01539,58459.17883703475,840.4885339739916,9014.25807508412,30452.631868371125,54,ON,Part-time,513
APP01540,42844.7653027257,762.8346188964466,5943.586092177693,19200.895339636947,57,BC,Full-time,81
APP01541,29879.778917719606,690.5143616110508,5177.121189997333,6782.887389779081,47,ON,Unemployed,0
APP01542,118296.06120110516,1628.7189615684658,9013.837258841693,37692.8015533879,79,ON,Full-time,103
APP01543,35621.70933702985,610.0217439971142,8577.238494321487,2184.317364374287,37,ON,Unemployed,0
APP01544,143852.8664117878,3536.736290858637,9100.446451828695,46158.65377022039,60,ON,Unemployed,0
APP01545,48007.03311619578,1145.1388420544506,275.2964625228904,32655.694529898035,54,BC,Full-time,133
APP01546,33279.910210729904,747.7203560686319,6443.834638578862,28691.15999210881,88,BC,Part-time,201
APP01547,39864.04889650656,443.97936281703517,1915.0575273164584,36673.75369949766,34,ON,Full-time,328
APP01548,128958.2964028918,3151.332948516968,9271.391398710455,3874.7976144884997,26,BC,Full-time,417
APP01549,103521.9160363552,2134.9063845008995,9514.782507916745,48543.85709945633,41,ON,Part-time,140
APP01550,42275.18708272213,951.2383867350301,7732.20201193589,29631.72048588854,25,BC,Unemployed,0
APP01551,36665.823429558484,508.70677671057683,8222.369423477005,47825.90360323297,95,BC,Part-time,114
APP01552,70226.30515958034,975.2772267733019,5537.007709690045,46718.67489886864,38,BC,Full-time,133
APP01553,81325.88572800223,1562.1615634941925,6359.007920262697,13118.689752486327,60,BC,Full-time,261
APP01554,47767.69151177264,430.366182945201,4363.678925542542,3338.135622137497,24,ON,Full-time,526
APP01555,90642.60937737519,960.0310923565172,5905.1074951009505,8536.689000637096,57,ON,Full-time,181
APP01556,47423.23457853986,464.2229185950235,2208.910422337408,15191.3590602409,37,BC,Unemployed,0
APP01557,38587.29708055277,958.1663279415679,1225.171958342234,27119.63374352529,28,ON,Part-time,56
APP01558,74608.44451512363,1533.2064606390645,1331.9521852889438,17789.222726681055,47,BC,Unemployed,0
APP01559,72271.28750696153,1473.7605052226497,8343.352332542869,7172.750551663664,78,BC,Full-time,96
APP01560,73079.81095791903,1085.4290057450823,24.994518612236895,11576.515169901593,28,ON,Part-time,391
APP01561,61697.57672579116,954.4265977398592,8188.634962018781,43258.57651396508,94,BC,Unemployed,0
APP01562,104028.23476561006,949.2964934728,501.47306480674337,40010.788129831344,88,BC,Full-time,23
APP01563,62772.12187921249,759.362563863613,1988.922113999515,38225.84867877438,87,BC,Part-time,499
APP01564,72395.30574015401,1781.0168308823518,77.54380205876599,41406.88378229552,55,BC,Unemployed,0
APP01565,43519.19413231465,490.8714216585121,3571.8773042355765,32628.888728529248,25,BC,Unemployed,0
APP01566,50190.43191283905,555.869171033607,3271.199897862419,24513.008076487782,37,ON,Part-time,85
APP01567,57727.81097123474,1329.9363515668563,8411.65450685497,17152.76625672909,33,ON,Unemployed,0
APP01568,32029.145215927067,751.1089144823502,556.6409292255514,39306.702343801786,59,ON,Unemployed,0
APP01569,45048.0345823536,1093.3569959818099,3972.224080226783,42068.32078458382,36,ON,Full-time,345
APP01570,50177.528909912806,771.7028767950821,6793.752500406439,13248.831011476752,86,BC,Unemployed,0
APP01571,22961.05270658709,478.72680832013293,3842.998539761854,39612.739354692654,72,ON,Unemployed,0
APP01572,77430.01683823671,1066.151044410105,8556.740467548612,26689.341742838467,61,BC,Unemployed,0
APP01573,89940.50489736692,957.8037562913211,3350.37376483176,28850.094641699874,26,BC,Full-time,253
APP01574,48057.858826730546,518.3846920951354,743.5003921794414,41268.8781078724,76,BC,Part-time,575
APP01575,66458.14648693154,581.4128436024923,5995.504645249455,39155.350178685454,49,BC,Full-time,96
APP01576,112139.4993016761,1113.4520425026578,2101.3828710728867,41569.83281102825,23,BC,Full-time,184
APP01577,53107.45672212279,1080.4163822375797,2522.7699454383924,1802.8790402937202,38,ON,Part-time,286
APP01578,52130.595187016894,1059.2427601120316,5118.817112388892,43630.12825099861,27,ON,Full-time,374
APP01579,63023.0907666036,1080.7569573533451,7016.465135372154,41570.854923214305,54,BC,Part-time,78
APP01580,72782.20373589781,973.6311301713998,395.4737110113293,20890.459607313285,90,BC,Unemployed,0
APP01581,47795.2822141558,913.4369782094738,8416.660844764809,34436.907405534825,77,ON,Full-time,191
APP01582,43559.93911463162,748.6178119600961,2851.328881419919,48789.32138372519,81,BC,Full-time,512
APP01583,36455.868642126705,771.8035965722652,4139.271933000706,37037.26724806414,90,BC,Unemployed,0
APP01584,29382.04060926271,246.46588369218958,5429.901786579915,12469.373201938435,31,ON,Part-time,453
APP01585,87353.07192997063,1989.993077097089,9742.617272968073,18057.972215494727,67,ON,Unemployed,0
APP01586,132790.9029657953,2881.8808816549076,6087.808174962982,25890.873988197192,39,ON,Unemployed,0
APP01587,93285.19266015461,1043.1710936899944,3981.6425623604932,12825.03254943671,35,BC,Unemployed,0
APP01588,63981.126768991315,888.2942339675486,8661.99384250279,20499.582667249557,88,ON,Part-time,147
APP01589,49213.57463217442,644.3287885256265,6744.414339973871,45323.25818014631,80,BC,Full-time,304
APP01590,38336.34815642928,951.6750970155124,8591.247489126721,25824.615654610407,99,BC,Unemployed,0
APP01591,34409.425322813775,559.285842631904,4333.41939097792,26658.465343987154,40,BC,Part-time,506
APP01592,41510.176460557916,1009.0009752408138,7912.209309952498,27602.351864191874,34,ON,Unemployed,0
APP01593,48349.536319791296,564.3279012272485,4752.2445053851425,12356.94500261469,85,BC,Part-time,352
APP01594,57976.9296237752,1022.1027468646464,9640.292410436861,49912.38700987891,90,ON,Full-time,26
APP01595,32258.374751990374,671.1385198497459,7699.342942209611,8051.82761189262,79,BC,Full-time,119
APP01596,48053.99181522712,535.0027951265361,8463.492604282119,33929.75832152567,25,ON,Unemployed,0
APP01597,84410.88817383752,1392.5516963122157,8907.491725463367,5120.839179500088,89,BC,Full-time,571
APP01598,29601.326996785654,434.5005405999994,2141.24687017467,34949.911371354545,42,ON,Part-time,550
APP01599,79387.7999867818,757.7914968990423,3245.391033532512,24883.41346431449,36,BC,Unemployed,0
APP01600,31758.9377478369,389.4789038332612,3330.0534938589844,26030.835865170757,100,BC,Unemployed,0
APP01601,25031.572848031596,604.2415770674284,6428.681911197288,39808.944841688535,87,BC,Part-time,58
APP01602,92292.57276810544,1923.4848197543577,3944.039680311996,4712.789968138648,29,BC,Part-time,71
APP01603,70928.38723209316,1288.017107783887,9369.002857537162,7445.771603372055,64,BC,Full-time,496
APP01604,116428.9182280322,2369.228202321034,4709.462808428052,48289.85788675993,94,ON,Unemployed,0
APP01605,36605.30459966696,859.027905446546,2343.1166983359617,42300.49766072966,67,BC,Full-time,328
APP01606,118789.58489989095,2007.5895918332772,625.0170305729507,12115.271171077497,95,BC,Part-time,594
APP01607,79444.26787281632,963.9692118333838,8702.293025656374,30124.63438706791,96,ON,Part-time,2
APP01608,29917.022216022517,682.9409386517128,1464.2715602134915,20615.819849877196,72,ON,Full-time,460
APP01609,21166.491579652582,460.19215295430735,9596.405826176155,26938.891135964353,36,ON,Part-time,110
APP01610,130998.21609749473,2819.492526390256,3454.2739219182804,20418.09791431594,24,ON,Full-time,22
APP01611,46383.73630468883,750.2371961248007,6237.508403289529,19256.705849394053,27,BC,Unemployed,0
APP01612,66843.86522515408,1637.7614820257083,9376.156918185734,46804.84188627539,55,ON,Full-time,105
APP01613,40504.96395265943,791.4449453111285,3191.840004629749,1247.3413590758234,98,ON,Unemployed,0
APP01614,46394.64498495888,477.25861227744156,1536.7490011093876,44282.266850520864,97,BC,Full-time,261
APP01615,47339.89961110333,1000.7030937808072,1922.3106521569289,18561.807561179696,65,BC,Part-time,140
APP01616,105787.28167056706,1231.1161593497704,6318.866144751365,26487.51825137601,24,ON,Part-time,104
APP01617,46378.46855142903,974.1002930884102,9309.254864668672,46109.63115139524,20,BC,Part-time,357
APP01618,65453.53682759422,914.2937147383147,7812.601197393869,41060.85403274818,73,ON,Part-time,450
APP01619,54925.09536521147,771.9593979774113,3694.329211653081,5413.347589059528,49,ON,Unemployed,0
APP01620,35167.74088829783,769.6294884810866,3067.797873383198,46289.220423631574,57,ON,Unemployed,0
APP01621,56573.53319496282,1245.4638047990743,4310.658485493926,18753.2951167373,94,ON,Unemployed,0
APP01622,44660.226301766306,686.0264918758425,9283.080147296152,17772.70144592904,36,BC,Full-time,92
APP01623,60689.12872804711,1005.1186576330067,8023.452600727738,34044.16115644983,46,BC,Full-time,416
APP01624,26804.07111837572,377.5830370489746,9604.759624795608,40477.44644441825,89,ON,Part-time,467
